timestamp,source,price
2024-10-28 15:41:07,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:09,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:09,CEX (Binance),2528.42
2024-10-28 15:41:10,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:10,CEX (Binance),2528.36
2024-10-28 15:41:12,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:12,CEX (Binance),2528.1
2024-10-28 15:41:13,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:13,CEX (Binance),2528.18
2024-10-28 15:41:15,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:15,CEX (Binance),2527.8
2024-10-28 15:41:17,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:17,CEX (Binance),2527.77
2024-10-28 15:41:18,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:18,CEX (Binance),2527.77
2024-10-28 15:41:20,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:20,CEX (Binance),2527.77
2024-10-28 15:41:21,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:21,CEX (Binance),2527.63
2024-10-28 15:41:23,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:23,CEX (Binance),2527.63
2024-10-28 15:41:25,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:25,CEX (Binance),2527.99
2024-10-28 15:41:26,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:26,CEX (Binance),2527.98
2024-10-28 15:41:28,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:28,CEX (Binance),2527.99
2024-10-28 15:41:29,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:29,CEX (Binance),2527.99
2024-10-28 15:41:31,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:31,CEX (Binance),2527.99
2024-10-28 15:41:32,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:32,CEX (Binance),2528.03
2024-10-28 15:41:34,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:34,CEX (Binance),2526.55
2024-10-28 15:41:35,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:35,CEX (Binance),2526.22
2024-10-28 15:41:37,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:37,CEX (Binance),2526.62
2024-10-28 15:41:38,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:38,CEX (Binance),2526.64
2024-10-28 15:41:40,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:40,CEX (Binance),2526.64
2024-10-28 15:41:41,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:41,CEX (Binance),2526.64
2024-10-28 15:41:43,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:43,CEX (Binance),2526.6
2024-10-28 15:41:44,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:44,CEX (Binance),2526.6
2024-10-28 15:41:46,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:46,CEX (Binance),2526.6
2024-10-28 15:41:47,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:47,CEX (Binance),2526.59
2024-10-28 15:41:49,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:49,CEX (Binance),2526.6
2024-10-28 15:41:50,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:50,CEX (Binance),2526.6
2024-10-28 15:41:52,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:52,CEX (Binance),2526.6
2024-10-28 15:41:53,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:53,CEX (Binance),2526.6
2024-10-28 15:41:55,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:55,CEX (Binance),2526.59
2024-10-28 15:41:56,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:56,CEX (Binance),2526.6
2024-10-28 15:41:58,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:58,CEX (Binance),2526.6
2024-10-28 15:41:59,DEX (Uniswap),2528.5924868766756
2024-10-28 15:41:59,CEX (Binance),2526.6
2024-10-28 15:42:01,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:01,CEX (Binance),2526.6
2024-10-28 15:42:02,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:02,CEX (Binance),2526.6
2024-10-28 15:42:04,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:04,CEX (Binance),2526.6
2024-10-28 15:42:05,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:05,CEX (Binance),2526.6
2024-10-28 15:42:07,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:07,CEX (Binance),2526.6
2024-10-28 15:42:09,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:09,CEX (Binance),2526.61
2024-10-28 15:42:10,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:10,CEX (Binance),2526.81
2024-10-28 15:42:12,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:12,CEX (Binance),2526.81
2024-10-28 15:42:13,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:13,CEX (Binance),2526.81
2024-10-28 15:42:15,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:15,CEX (Binance),2526.4
2024-10-28 15:42:16,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:16,CEX (Binance),2526.34
